0.3810751 A D 3.2750839791569
0.5839031 A D 6.15893683904348
0.9442381 A D 3.41909543163286
3.0337701 A D 8.43174642768786
1.0389591 A D 6.67844915648159
0.9626621 A D 5.4526186752145
1.3224491 A D 7.58274978079404
2.8985521 A D 7.0509367378557
0.5804801 A D 4.40543601696273
0.3862061 A D 7.07113609667461
1.1427951 A D 6.91481059226753
0.5274861 A D 6.29712054658562
0.6511021 A D 5.25678080080583
0.6373341 A D 6.31142883002362
0.4908681 A D 6.75894997231483
0.7228191 A D 3.50194047920369
0.0601381 A D 6.12106444070707
2.3510491 A D 6.10034356687943
0.0317371 A D 5.58911747163559
1.8715801 A D 5.4826071752158
0.0603001 A E 2.50200703550881
2.4442581 A E 4.47496955383858
4.9707161 A E 5.03362873774953
0.1616141 A E 2.4238638141523
1.7403741 A E 2.69255824507149
1.2259981 A E 1.27758675648003
1.4700321 A E 4.51398590729351
1.2872001 A E 3.00050371185205
0.6906391 A E 1.58930477562316
1.4924411 A E 3.27622631406454
6.5361371 A E 6.64391231347693
0.0187371 A E 2.74796508014457
1.7156881 A E 3.06741707408071
3.3756881 A E 3.7336377138667
0.7090371 A E 2.9687337996985
0.4359721 A E 3.2497488476071
0.4810281 A E 2.28653443306975
1.6207251 A E 3.38947148636701
2.3873041 A E 3.52749720748289
0.2184851 A E 2.05909082438814
0.5016721 B D -4.62970715663526
0.4615461 B D -3.55881140206972
0.0494701 B D -4.74864539433107
0.1786171 B D -4.16025679525628
0.7387001 B D -3.11064739398334
0.9006291 B D -4.96710885968201
0.0682001 B D -5.38935616818357
1.0023451 B D -3.49368051073185
0.7388451 B D -3.68865578920002
0.5032891 B D -3.46978391491602
0.1945651 B D -4.62168879043017
0.2451141 B D -3.58201434923872
0.0654811 B D -4.5136240300733
0.2984361 B D -4.56684185544202
2.5129201 B D -3.44512139462443
0.3424521 B D -4.56393805885152
0.8760341 B D -4.46166793734085
2.5864401 B D -2.49914750648399
0.0161371 B D -5.11769193299413
1.8783341 B D -3.72165713768892
1.9658701 B E 8.20648755408429
0.2772321 B E 5.28090088713561
1.3872511 B E 7.63475670710413
1.3003741 B E 6.43633454139631
1.0276331 B E 6.68905991682937
1.2553241 B E 8.68599659004745
1.4452241 B E 7.47983733646111
0.2423351 B E 4.59932940954279
0.1011331 B E 7.69248897499262
0.2523471 B E 6.92216387499616
0.1609201 B E 6.6694251704756
0.4556371 B E 7.2952230374858
1.3720211 B E 6.50233507575372
0.9825941 B E 8.41566045603847
0.1021001 B E 7.48925898082202
2.5060551 B E 8.13222428006515
3.0907291 B E 8.95097713338687
0.4855641 B E 6.09965182657771
2.2133551 B E 8.72133563119962
1.0013951 B E 7.01974695392609
1.1984511 C E -2.02095289806815
1.2019641 C E -1.94134078680712
0.2809031 C E -5.09819218419675
0.5243171 C E -3.00296792474802
3.7816591 C E -2.2171023493838
1.6854801 C E -2.34685205425493
0.6056291 C E -4.30447168499937
0.8678821 C E -1.91139072092973
6.1144011 C E 0.264590172928612
0.0340441 C E -3.77386724061802
2.3308961 C E -0.900236460212925
1.6857071 C E -2.00688750071307
0.1449391 C E -3.77971011582649
0.2327281 C E -2.47343837948613
0.5962931 C E -4.17598448727415
0.3196521 C E -5.50304479819131
1.0546961 C E -2.63574290579238
0.6963731 C E -2.92022662003135
0.1210411 C E -4.68248949065553
0.0165321 C E -4.41157422302848
1.8035831 A D .
0.5769951 A D .
0.0723531 A D .
0.4535631 A D .
0.3435341 A D .
2.8714181 A D .
6.4651801 A D .
1.1301891 A D .
0.1562351 A D .
1.1674951 A D .
0.3906821 A E .
2.7591861 A E .
4.1839961 A E .
0.4778231 A E .
0.6611971 A E .
0.8955191 A E .
1.6995221 A E .
1.7993931 A E .
0.3739561 A E .
0.5018881 A E .
0.2857791 B D .
0.9704501 B D .
0.8719721 B D .
0.6758991 B D .
1.6095691 B D .
0.0341181 B D .
0.2963901 B D .
1.5156931 B D .
1.2241241 B D .
0.5563431 B D .
2.0609061 B E .
1.2890901 B E .
1.4509231 B E .
0.9189701 B E .
0.7787861 B E .
0.0472701 B E .
0.1047981 B E .
0.7826271 B E .
1.4581151 B E .
2.3382671 B E .
0.8029321 C D .
0.1588371 C D .
0.3355021 C D .
1.0811801 C D .
0.0983701 C D .
4.0693321 C D .
0.0104361 C D .
1.2860701 C D .
0.3704951 C D .
1.6091341 C D .
0.8882561 C E .
2.8588041 C E .
0.2078541 C E .
1.9238091 C E .
0.7769991 C E .
1.9812161 C E .
0.1251191 C E .
0.6093051 C E .
1.2845171 C E .
0.9375161 C E .
